,Breed,Breed2,MixedBreed,isCat,Color,ColorPattern,Color2,ColorPattern2,AgeuponOutcome,OutcomeType,SexuponOutcome,Name
13912,chihuahua shorthair,,True,0,Brown,,White,,365.0,Transfer,Intact Male,True
13913,domestic shorthair,,True,1,Black,Smoke,White,,240.0,Adoption,Neutered Male,True
13914,cavalier span,,True,0,White,,Brown,,1095.0,Return_to_owner,Spayed Female,True
13915,domestic shorthair,,True,1,Brown,Tabby,White,,7300.0,Return_to_owner,Intact Female,True
13916,great dane,,True,0,Black,,White,,210.0,Transfer,Intact Male,True
13917,chihuahua shorthair,,True,0,Tan,,,,2555.0,Transfer,Neutered Male,True
13918,silky terrier,,True,0,White,,,,2190.0,Return_to_owner,Spayed Female,True
13919,pit bull,,True,0,Black,,White,,300.0,Adoption,Neutered Male,True
13920,domestic shorthair,,True,1,Black,,White,,365.0,Adoption,Neutered Male,True
13921,domestic shorthair,,True,1,Orange,Tabby,,,14.0,Transfer,Intact Male,False
13922,miniature poodle,,True,0,White,,,,1095.0,Return_to_owner,Spayed Female,True
13923,miniature schnauzer,miniature poodle,False,0,White,,,,150.0,Transfer,Intact Male,True
13924,domestic shorthair,,True,1,Cream,Tabby,,,7.0,Transfer,Unknown,False
13925,domestic shorthair,,True,1,Orange,Tabby,,,365.0,Adoption,Neutered Male,True
13926,labrador retriever,,True,0,Black,,White,,365.0,Adoption,Neutered Male,True
13927,domestic shorthair,,True,1,Black,,,,14.0,Transfer,Unknown,False
13928,pit bull,,True,0,White,,Brown,,1095.0,Return_to_owner,Neutered Male,True
13929,pit bull,,True,0,Tan,,White,,150.0,Adoption,Neutered Male,False
13930,manx,,True,1,Blue,,White,,60.0,Adoption,Neutered Male,True
13931,labrador retriever,,True,0,Yellow,,,,730.0,Return_to_owner,Neutered Male,True
13932,labrador retriever,,True,0,Black,,White,,300.0,Transfer,Intact Female,True
13933,domestic shorthair,,True,1,Black,,,,60.0,Transfer,Neutered Male,True
13934,domestic shorthair,,True,1,Brown,Tabby,,,1.0,Transfer,Intact Male,False
13935,domestic shorthair,,False,1,Calico,,,,2190.0,Euthanasia,Spayed Female,True
13936,australian shepherd,,True,0,Brown,,,,365.0,Adoption,Neutered Male,False
13937,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Spayed Female,False
13938,australian shepherd,boxer,False,0,Brown,Brindle,White,,1460.0,Transfer,Spayed Female,True
13939,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Neutered Male,True
13940,domestic shorthair,,True,1,Brown,Tabby,,,1460.0,Adoption,Spayed Female,True
13941,domestic shorthair,,True,1,Cream,Tabby,,,14.0,Transfer,Unknown,False
13942,domestic shorthair,,True,1,Cream,Tabby,,,4.0,Transfer,Intact Male,False
13943,dachshund,,True,0,Black,,Tan,,60.0,Adoption,Neutered Male,True
13944,staffordshire,,True,0,Blue,,White,,2555.0,Adoption,Spayed Female,True
13945,labrador retriever,,True,0,Chocolate,,,,730.0,Return_to_owner,Neutered Male,True
13946,pit bull,,True,0,Blue,,White,,1460.0,Euthanasia,Spayed Female,True
13947,american bulldog,,True,0,Brown,,White,,60.0,Return_to_owner,Neutered Male,False
13948,pit bull,,True,0,Blue,,White,,365.0,Return_to_owner,Neutered Male,True
13949,pit bull,,True,0,Blue,,White,,730.0,Transfer,Neutered Male,True
13950,chihuahua shorthair,,True,0,Brown,,,,730.0,Return_to_owner,Neutered Male,True
13951,shih tzu,,True,0,Tan,,White,,365.0,Transfer,Intact Male,True
13952,dachshund,,True,0,Brown,,Black,,1825.0,Transfer,Spayed Female,True
13953,domestic shorthair,,True,1,Black,,,,365.0,Adoption,Neutered Male,True
13954,domestic shorthair,,True,1,Brown,Tabby,,,1095.0,Adoption,Neutered Male,True
13955,domestic shorthair,,True,1,White,,Orange,Tabby,240.0,Transfer,Neutered Male,True
13956,pekingese,,False,0,Buff,,,,2920.0,Transfer,Neutered Male,True
13957,domestic shorthair,,True,1,Torbie,,,,60.0,Adoption,Spayed Female,True
13958,border collie,,True,0,Brown,Brindle,White,,60.0,Adoption,Neutered Male,True
13959,border terrier,soft coated wheaten terrier,False,0,Tan,,Gray,,180.0,Adoption,Neutered Male,True
13960,maltese,,True,0,White,,,,730.0,Return_to_owner,Neutered Male,True
13961,siberian husky,,True,0,Sable,,White,,60.0,Adoption,Spayed Female,True
13962,domestic shorthair,,True,1,Orange,Tabby,,,60.0,Adoption,Spayed Female,True
13963,flat coat retriever,,True,0,Black,,,,1460.0,Return_to_owner,Neutered Male,True
13964,domestic shorthair,,True,1,Brown,Tabby,White,,150.0,Transfer,Spayed Female,True
13965,boxer,,True,0,Brown,,,,1095.0,Return_to_owner,Spayed Female,True
13966,golden retriever,chow chow,False,0,Red,,,,1460.0,Adoption,Spayed Female,True
13967,domestic shorthair,,True,1,Blue,,White,,60.0,Adoption,Neutered Male,False
13968,domestic shorthair,,True,1,Black,,,,30.0,Euthanasia,Intact Male,False
13969,chow chow,,True,0,Tan,,Tan,,1460.0,Transfer,Neutered Male,True
13970,australian cattle dog,,True,0,Brown,,White,,330.0,Transfer,Spayed Female,True
13971,domestic shorthair,,True,1,Chocolate,Point,,,60.0,Adoption,Spayed Female,False
13972,american bulldog,great pyrenees,False,0,White,,,,1095.0,Transfer,Neutered Male,True
13973,boxer,,True,0,Brown,Brindle,White,,730.0,Adoption,Spayed Female,True
13974,border terrier,,True,0,Fawn,,,,365.0,Adoption,Neutered Male,True
13975,domestic shorthair,,True,1,Black,,,,365.0,Adoption,Neutered Male,False
13976,american bulldog,,True,0,Brown,Brindle,White,,730.0,Transfer,Neutered Male,True
13977,domestic shorthair,,True,1,Orange,Tabby,,,365.0,Transfer,Intact Male,False
13978,border collie,,True,0,Tricolor,,,,210.0,Transfer,Neutered Male,True
13979,domestic medium hair,,True,1,Calico,,,,90.0,Adoption,Spayed Female,True
13980,siamese,,True,1,Lilac,Point,,,60.0,Adoption,Neutered Male,False
13981,cairn terrier,,True,0,Tan,,,,365.0,Return_to_owner,Neutered Male,True
13982,snowshoe,,True,1,Blue,Point,,,30.0,Transfer,Intact Female,False
13983,american staffordshire terrier,,True,0,Black,,White,,730.0,Euthanasia,Intact Male,False
13984,domestic shorthair,,True,1,Black,,,,120.0,Transfer,Spayed Female,True
13985,chihuahua shorthair,,True,0,White,,Buff,,730.0,Transfer,Intact Male,True
13986,domestic shorthair,,True,1,Orange,Tabby,White,,60.0,Adoption,Neutered Male,False
13987,labrador retriever,,True,0,Black,,,,5110.0,Return_to_owner,Spayed Female,True
13988,boxer,,True,0,Tan,,Black,,60.0,Adoption,Neutered Male,True
13989,chihuahua shorthair,,False,0,Black,,Tan,,150.0,Adoption,Spayed Female,True
13990,domestic shorthair,,True,1,Black,,,,21.0,Transfer,Intact Female,False
13991,labrador retriever,,True,0,Tricolor,,,,730.0,Return_to_owner,Spayed Female,True
13992,border collie,,False,0,Chocolate,,White,,60.0,Adoption,Neutered Male,True
13993,domestic medium hair,,True,1,Brown,Tabby,,,30.0,Adoption,Neutered Male,True
13994,golden retriever,,False,0,Buff,,,,4380.0,Return_to_owner,Spayed Female,True
13995,miniature poodle,,True,0,Black,,Gray,,5475.0,Return_to_owner,Intact Male,True
13996,catahoula,bulldog,False,0,Brown,Brindle,White,,1460.0,Return_to_owner,Neutered Male,True
13997,anatol shepherd,,True,0,Buff,,,,90.0,Transfer,Intact Female,True
13998,st. bernard rough coat,labrador retriever,False,0,Black,,Brown,Brindle,2555.0,Transfer,Neutered Male,True
13999,siberian husky,,True,0,Black,,Silver,,365.0,Return_to_owner,Spayed Female,True
14000,boxer,,False,0,Brown,Brindle,,,1460.0,Return_to_owner,Neutered Male,True
14001,miniature poodle,,True,0,White,,,,1825.0,Adoption,Intact Female,True
14002,staffordshire,,True,0,Brown,,,,365.0,Adoption,Spayed Female,True
14003,domestic shorthair,,True,1,Black,,White,,14.0,Transfer,Intact Male,False
14004,domestic shorthair,,True,1,Brown,Tabby,White,,28.0,Transfer,Intact Male,False
14005,domestic shorthair,,True,1,Black,,White,,4380.0,Adoption,Neutered Male,True
14006,boxer,,True,0,Brown,Brindle,White,,1825.0,Euthanasia,Intact Male,True
14007,australian kelpie,,True,0,Black,,White,,270.0,Adoption,Neutered Male,True
14008,snowshoe,,True,1,Seal,Point,White,,60.0,Adoption,Spayed Female,True
14009,domestic shorthair,,True,1,Tortie,,,,7.0,Euthanasia,Intact Female,False
14010,chihuahua shorthair,,True,0,Brown,,,,1460.0,Return_to_owner,Neutered Male,True
14011,domestic shorthair,,True,1,Black,,,,365.0,Transfer,Unknown,False
14012,german shepherd,,True,0,Brown,,Black,,3650.0,Return_to_owner,Neutered Male,True
14013,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Spayed Female,True
14014,rat terrier,,True,0,White,,Brown,,730.0,Adoption,Neutered Male,True
14015,german shepherd,,True,0,Sable,,,,30.0,Transfer,Intact Male,True
14016,chihuahua shorthair,,True,0,Tan,,,,240.0,Transfer,Neutered Male,False
14017,labrador retriever,staffordshire,False,0,Black,,White,,60.0,Adoption,Neutered Male,True
14018,bruss griffon,,True,0,Black,,Tan,,365.0,Transfer,Neutered Male,True
14019,domestic shorthair,,True,1,Brown,Tabby,,,30.0,Transfer,Intact Female,True
14020,domestic shorthair,,True,1,Black,,White,,30.0,Adoption,Neutered Male,True
14021,boxer,,True,0,White,,Brown,,730.0,Euthanasia,Spayed Female,True
14022,domestic shorthair,,True,1,Orange,Tabby,,,730.0,Transfer,Neutered Male,False
14023,boxer,,False,0,Brown,Brindle,White,,730.0,Adoption,Neutered Male,True
14024,domestic shorthair,,True,1,Black,,White,,365.0,Transfer,Intact Female,False
14025,domestic shorthair,,True,1,Brown,Tabby,White,,730.0,Adoption,Spayed Female,True
14026,doberman pinsch,,True,0,Tricolor,,,,60.0,Transfer,Spayed Female,True
14027,dachshund,harrier,False,0,Black,,Tan,,60.0,Adoption,Neutered Male,False
14028,chihuahua longhair,,True,0,Black,,,,1825.0,Adoption,Neutered Male,True
14029,german shepherd,,False,0,Black,,Brown,,90.0,Adoption,Neutered Male,True
14030,chihuahua shorthair,,True,0,Black,,White,,365.0,Transfer,Intact Male,True
14031,domestic shorthair,,True,1,Torbie,,Calico,,2555.0,Return_to_owner,Spayed Female,True
14032,labrador retriever,,True,0,Chocolate,,,,1095.0,Euthanasia,Neutered Male,True
14033,domestic shorthair,,True,1,Brown,Tabby,,,365.0,Adoption,Spayed Female,True
14034,pit bull,,True,0,White,,Tricolor,,14.0,Return_to_owner,Intact Female,False
14035,domestic medium hair,,True,1,Tortie,,White,,365.0,Transfer,Intact Female,False
14036,domestic shorthair,,True,1,Torbie,,,,180.0,Adoption,Spayed Female,True
14037,chow chow,,True,0,Black,,,,365.0,Return_to_owner,Neutered Male,True
14038,doberman pinsch,,False,0,Red,,Tan,,3285.0,Euthanasia,Neutered Male,True
14039,australian cattle dog,,True,0,Brown,,White,,365.0,Adoption,Neutered Male,True
14040,pit bull,,True,0,Fawn,,White,,1460.0,Return_to_owner,Neutered Male,True
14041,pit bull,,True,0,White,,Chocolate,,1460.0,Euthanasia,Neutered Male,True
14042,australian cattle dog,american foxhound,False,0,Brown,,White,,180.0,Transfer,Intact Female,True
14043,cavalier span,,True,0,Black,,,,1460.0,Transfer,Neutered Male,True
14044,border collie,,True,0,White,,Black,,730.0,Return_to_owner,Spayed Female,True
14045,labrador retriever,,True,0,Black,,White,,1460.0,Adoption,Spayed Female,True
14046,chihuahua shorthair,,True,0,Chocolate,,White,,730.0,Adoption,Spayed Female,True
14047,domestic shorthair,,True,1,Blue,Tabby,White,,30.0,Adoption,Neutered Male,True
14048,labrador retriever,chow chow,False,0,Red,,Black,,2555.0,Adoption,Spayed Female,True
14049,irish wolfhound,,True,0,White,,,,2555.0,Adoption,Spayed Female,True
14050,siamese,,True,1,Flame,Point,,,90.0,Died,Intact Male,False
14051,domestic medium hair,,True,1,Calico,,,,1095.0,Transfer,Intact Female,True
14052,pit bull,,True,0,Blue,,Black,,1460.0,Euthanasia,Neutered Male,True
14053,domestic shorthair,,False,1,Brown,,White,,1460.0,Transfer,Intact Male,False
14054,german shepherd,,True,0,White,,,,365.0,Return_to_owner,Spayed Female,True
14055,pit bull,,True,0,Chocolate,,White,,1095.0,Euthanasia,Neutered Male,True
14056,domestic shorthair,,True,1,Blue,,,,365.0,Transfer,Unknown,False
14057,dachshund,,True,0,Black,,Tan,,365.0,Adoption,Spayed Female,False
14058,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Neutered Male,True
14059,jack russell terrier,papillon,False,0,White,,Tricolor,,150.0,Transfer,Intact Male,True
14060,labrador retriever,,True,0,Black,,White,,330.0,Transfer,Neutered Male,True
14061,chihuahua shorthair,,True,0,Tan,,,,365.0,Transfer,Spayed Female,True
14062,chihuahua shorthair,,True,0,Brown,,,,2555.0,Return_to_owner,Neutered Male,True
14063,labrador retriever,,True,0,Black,,,,4015.0,Return_to_owner,Spayed Female,True
14064,domestic shorthair,,True,1,Brown,Tabby,,,21.0,Transfer,Intact Female,False
14065,beagle,,True,0,Tricolor,,,,4380.0,Transfer,Spayed Female,True
14066,boxer,great dane,False,0,Black,,White,,365.0,Transfer,Neutered Male,True
14067,dachshund,,True,0,Black,,Tan,,90.0,Adoption,Neutered Male,True
14068,domestic longhair,,True,1,Torbie,,,,60.0,Transfer,Intact Female,True
14069,domestic shorthair,,True,1,Brown,Tabby,White,,730.0,Euthanasia,Intact Male,False
14070,pit bull,,True,0,Brown,,White,,365.0,Adoption,Neutered Male,True
14071,australian cattle dog,,True,0,White,,Tan,,365.0,Return_to_owner,Neutered Male,True
14072,shih tzu,,True,0,White,,Black,,1460.0,Transfer,Spayed Female,False
14073,soft coated wheaten terrier,yorkshire terrier,False,0,Cream,,Tan,,120.0,Transfer,Intact Female,True
14074,pit bull,,True,0,Blue,,White,,730.0,Return_to_owner,Neutered Male,True
14075,german shepherd,,True,0,Brown,,,,2.0,Transfer,Intact Male,False
14076,domestic shorthair,,True,1,Orange,Tabby,White,,180.0,Adoption,Neutered Male,True
14077,shih tzu,,False,0,Tan,,White,,300.0,Adoption,Neutered Male,True
14078,vizsla,,True,0,Red,,White,,90.0,Adoption,Spayed Female,True
14079,boxer,,True,0,Brown,Brindle,,,2190.0,Adoption,Spayed Female,True
14080,chihuahua shorthair,,True,0,Sable,,Tan,,1825.0,Return_to_owner,Neutered Male,True
14081,siamese,,False,1,Lilac,Point,,,21.0,Transfer,Intact Male,False
14082,domestic shorthair,,True,1,Blue,Tabby,White,,14.0,Transfer,Unknown,False
14083,rottweiler,,False,0,Black,,Brown,,1460.0,Adoption,Neutered Male,True
14084,manchester terrier,,True,0,Brown,Brindle,,,730.0,Adoption,Neutered Male,True
14085,chihuahua shorthair,,True,0,Tan,,,,2920.0,Transfer,Spayed Female,True
14086,pit bull,,True,0,Brown,Brindle,White,,365.0,Return_to_owner,Neutered Male,True
14087,australian shepherd,,True,0,Brown,,White,,1095.0,Return_to_owner,Spayed Female,True
14088,domestic shorthair,,True,1,Orange,Tabby,,,60.0,Adoption,Spayed Female,True
14089,chihuahua shorthair,pug,False,0,Brown,,Black,,1825.0,Transfer,Neutered Male,True
14090,labrador retriever,,True,0,Black,,White,,1095.0,Euthanasia,Intact Female,False
14091,saluki,,False,0,Brown,Brindle,White,,2190.0,Transfer,Neutered Male,True
14092,chihuahua shorthair,,True,0,Black,,Brown,,3650.0,Adoption,Spayed Female,True
14093,domestic shorthair,,True,1,Orange,Tabby,,,30.0,Adoption,Neutered Male,True
14094,domestic shorthair,,True,1,Orange,Tabby,White,,730.0,Return_to_owner,Neutered Male,True
14095,redbone hound,labrador retriever,False,0,Red,,White,,120.0,Adoption,Spayed Female,True
14096,cairn terrier,,True,0,Tan,,,,2190.0,Adoption,Neutered Male,True
14097,domestic shorthair,,True,1,Brown,Tabby,White,,365.0,Transfer,Unknown,False
14098,rat terrier,boston terrier,False,0,White,,Black,,3650.0,Return_to_owner,Intact Female,True
14099,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Spayed Female,False
14100,domestic shorthair,,True,1,Black,,White,,60.0,Adoption,Neutered Male,True
14101,labrador retriever,pit bull,False,0,Chocolate,,,,730.0,Transfer,Neutered Male,False
14102,pit bull,,True,0,Red,,White,,1460.0,Transfer,Neutered Male,True
14103,bulldog,,True,0,White,,Liver,,365.0,Transfer,Spayed Female,True
14104,cocker spaniel,,True,0,Black,,White,,730.0,Return_to_owner,Spayed Female,True
14105,beagle,chihuahua shorthair,False,0,Black,,Tan,,60.0,Adoption,Neutered Male,True
14106,miniature poodle,,True,0,Cream,,,,30.0,Adoption,Neutered Male,True
14107,domestic shorthair,,True,1,Black,,,,150.0,Adoption,Spayed Female,True
14108,domestic shorthair,,True,1,Black,,White,,2190.0,Adoption,Neutered Male,True
14109,domestic medium hair,,True,1,Brown,Tabby,,,60.0,Adoption,Spayed Female,False
14110,domestic shorthair,,True,1,Brown,Tabby,,,150.0,Adoption,Spayed Female,True
14111,domestic shorthair,,True,1,Black,Smoke,,,4.0,Died,Intact Female,False
14112,domestic shorthair,,True,1,White,,Brown,Tabby,730.0,Transfer,Unknown,False
14113,cardigan welsh corgi,,True,0,Tricolor,,,,3650.0,Return_to_owner,Spayed Female,True
14114,english shepherd,,True,0,Tricolor,,,,2190.0,Adoption,Spayed Female,True
14115,australian cattle dog,,True,0,Red,Tick,White,,2920.0,Euthanasia,Intact Female,True
14116,pit bull,,True,0,Fawn,,,,90.0,Adoption,Spayed Female,True
14117,siamese,,True,1,Flame,Point,,,60.0,Adoption,Neutered Male,False
14118,pit bull,,True,0,Black,,White,,730.0,Adoption,Spayed Female,True
14119,australian cattle dog,,True,0,Blue,Merle,,,5475.0,Return_to_owner,Spayed Female,True
14120,german shepherd,,True,0,Black,,Brown,Brindle,60.0,Adoption,Neutered Male,True
14121,labrador retriever,,True,0,Black,,,,60.0,Adoption,Neutered Male,False
14122,boxer,,False,0,Brown,,White,,2555.0,Return_to_owner,Spayed Female,True
14123,pit bull,,True,0,Tan,,White,,730.0,Transfer,Spayed Female,True
14124,pit bull,,True,0,Blue,,Tan,,1095.0,Return_to_owner,Neutered Male,True
14125,domestic shorthair,,True,1,Brown,Tabby,White,,30.0,Adoption,Spayed Female,True
14126,labrador retriever,,True,0,Black,,White,,150.0,Return_to_owner,Neutered Male,True
14127,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Spayed Female,True
14128,domestic shorthair,,True,1,Black,,,,730.0,Transfer,Neutered Male,True
14129,siberian husky,german shepherd,False,0,Black,,White,,730.0,Return_to_owner,Neutered Male,True
14130,domestic shorthair,,True,1,White,,Gray,Tabby,5110.0,Return_to_owner,Spayed Female,True
14131,domestic shorthair,,True,1,Orange,Tabby,White,,120.0,Adoption,Neutered Male,True
14132,pit bull,,True,0,White,,,,240.0,Adoption,Neutered Male,True
14133,chihuahua shorthair,,True,0,Gold,,,,1460.0,Transfer,Neutered Male,False
14134,pointer,australian cattle dog,False,0,White,,Black,,730.0,Transfer,Neutered Male,True
14135,beagle,,True,0,Tricolor,,,,1825.0,Return_to_owner,Spayed Female,False
14136,domestic shorthair,,True,1,Black,,,,60.0,Transfer,Neutered Male,True
14137,pit bull,,True,0,Black,,White,,1095.0,Return_to_owner,Neutered Male,True
14138,bullmastiff,,False,0,Tan,,Black,,60.0,Return_to_owner,Intact Female,True
14139,domestic shorthair,,True,1,Black,,,,120.0,Adoption,Spayed Female,True
14140,german shepherd,,True,0,Brown,,Black,,60.0,Adoption,Spayed Female,False
14141,pug,,True,0,Sable,,Tan,,3650.0,Return_to_owner,Neutered Male,True
14142,labrador retriever,,True,0,Chocolate,,White,,210.0,Transfer,Neutered Male,True
14143,chihuahua shorthair,,True,0,Brown,,,,730.0,Adoption,Neutered Male,True
14144,carolina dog,,True,0,Tan,,Black,,240.0,Transfer,Intact Male,False
14145,chihuahua shorthair,,True,0,Black,,White,,1095.0,Adoption,Spayed Female,True
14146,domestic shorthair,,True,1,Torbie,,,,90.0,Adoption,Spayed Female,True
14147,australian cattle dog,,True,0,White,,Brown,,730.0,Adoption,Spayed Female,True
14148,domestic shorthair,,True,1,Brown,Tabby,,,120.0,Adoption,Neutered Male,True
14149,domestic shorthair,,True,1,Brown,Tabby,,,90.0,Transfer,Spayed Female,False
